Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
Law,Nurse,2.84461313211452,1,0,3,1,6,1,0,3,2,1,4,3,4,1,0,0,0
Engineering,Marketing Manager,4.14356672904488,5,2,2,1,3,1,1,1,1,4,0,2,3,0,0,0,0
Physics,Marketing Manager,3.7335646015667328,3,0,1,1,9,0,0,2,3,3,0,4,0,1,0,0,0
Business,Risk Analyst,4.97704221645129,6,1,0,0,8,0,1,0,1,2,3,1,1,1,0,0,0
Physics,Doctor,4.045308247473512,2,1,0,0,1,0,1,2,3,2,0,4,4,0,0,0,0
Psychology,Dentist,4.593538475654422,0,0,3,1,8,0,2,0,0,1,3,3,1,0,0,0,0
Music,Chemical Engineer,4.057946479778872,3,2,1,0,1,1,2,3,1,3,4,3,4,1,0,0,0
Biology,Counselor,2.544597786851869,4,1,2,1,7,1,2,3,0,4,1,2,2,1,0,0,0
Psychology,Human Resources Specialist,2.797925090241715,4,2,3,1,1,1,1,4,2,1,4,2,0,1,0,0,0
Engineering,Musician,4.26570865085019,9,2,1,0,9,1,3,4,4,3,1,3,1,0,0,0,0
Biology,Acoustics Specialist,3.9928894709334246,3,1,0,0,3,0,3,0,2,0,4,2,4,0,0,0,0
Music,Composer,2.829119907325276,8,1,4,0,8,1,0,1,3,4,1,2,4,0,0,0,0
Finance,Physician Assistant,4.448400788633768,1,0,1,1,3,1,2,3,1,4,0,4,4,0,0,0,0
Education,Quantum Physicist,3.5954412464111307,2,2,3,0,7,1,0,1,0,1,4,0,1,0,0,0,0
Biology,Credit Analyst,4.438427533419995,3,2,1,1,5,1,1,1,3,1,1,0,3,1,0,0,0
Psychology,Doctor,2.524025714859995,7,2,2,0,1,0,3,0,1,4,0,4,0,1,0,0,0
Art,Physical Chemist,4.115040055401629,0,0,4,1,3,1,3,1,3,4,4,4,0,1,0,0,0
Physics,School Counselor,3.751540599287893,3,1,4,1,8,1,1,3,3,0,2,1,1,1,0,0,0
Business,Education Administrator,3.471636376224553,7,1,3,1,2,0,4,0,4,3,2,3,1,0,0,0,0
Physics,Financial Analyst,3.775845719300928,8,0,2,0,0,1,2,4,4,3,0,4,1,1,0,0,0
Business,Special Education Teacher,3.083215761572844,6,2,4,1,1,0,1,0,4,2,4,1,3,1,0,0,0
Marketing,Quantum Physicist,3.606848263315983,8,0,1,0,1,0,0,1,2,0,3,2,1,0,0,0,0
Marketing,Composer,4.869992711227923,7,0,3,1,7,1,1,4,0,3,2,1,1,0,0,0,0
Engineering,Investment Banker,2.678756016197737,2,0,4,1,6,1,2,4,0,3,3,3,2,0,0,0,0
Business,Financial Controller,3.3420687376585425,1,0,2,0,9,1,4,4,0,2,3,0,3,0,0,0,0
Chemistry,Counselor,4.412119385223923,7,2,2,0,3,0,4,1,1,0,2,4,0,1,0,0,0
Physics,Legal Secretary,3.5848390056509176,5,2,0,1,3,1,3,3,0,4,0,1,3,0,0,0,0
Engineering,Human Resources Specialist,2.753974148866076,8,2,0,0,6,1,4,1,4,4,1,0,2,0,0,0,0
Business,Zoologist,4.5457592519455225,4,2,2,1,7,1,3,2,4,3,0,4,0,1,0,0,0
Psychology,Microbiologist,3.275887635398215,4,0,4,0,4,1,1,4,3,1,2,4,3,0,0,0,0
Finance,Biomedical Engineer,3.7049131047775608,0,2,1,1,2,1,1,1,2,4,4,2,3,0,0,0,0
Law,Legal Consultant,2.7460013963007626,6,2,0,1,9,0,3,0,3,2,0,1,3,0,0,0,0
Medicine,Lawyer,2.731230080781108,3,1,1,0,2,1,4,0,2,0,3,2,2,1,0,0,0
Art,Acoustics Specialist,4.753498784974873,7,1,3,0,7,0,1,0,1,3,1,0,0,1,0,0,0
Psychology,Lawyer,3.9869650230329774,7,2,3,0,4,1,1,1,3,4,4,4,2,0,0,0,0
Finance,Graphic Designer,4.673539505093884,6,0,2,1,1,1,2,0,0,2,2,3,1,0,0,0,0
Biology,Game Developer,4.645426968239642,2,0,4,1,9,1,2,4,2,1,0,1,2,1,0,0,0
Law,Sound Engineer,2.773631471017561,4,0,3,1,9,1,3,4,2,0,4,1,0,1,0,0,0
Psychology,Legal Secretary,3.0469069168087564,4,2,0,1,9,1,3,0,4,0,4,2,1,1,0,0,0
Engineering,Architectural Technologist,2.58963478739815,4,1,4,1,1,1,4,4,2,1,4,1,2,1,0,0,0
Psychology,Mechanical Engineer,3.192277226820485,1,1,2,1,3,1,3,3,0,4,2,2,3,1,0,0,0
Psychology,Quantum Physicist,3.308116367570677,8,0,1,1,5,1,2,4,3,3,0,3,1,1,0,0,0
Marketing,Marketing Manager,3.949139911269128,4,2,2,0,6,0,2,4,1,0,4,2,0,1,0,0,0
Education,Mechanical Engineer,3.6012515947054062,0,0,1,0,3,1,3,1,3,4,0,3,1,1,0,0,0
Marketing,Chemical Engineer,4.13266163476268,0,0,2,1,2,0,2,2,0,1,3,0,4,1,0,0,0
Computer Science,Human Resources Specialist,4.140517958454076,5,1,4,1,0,0,3,2,1,1,1,0,2,0,0,0,0
Architecture,Forensic Psychologist,3.16074790124114,3,1,0,1,5,0,1,0,2,2,0,1,4,0,0,0,0
Education,Advertising Manager,3.834980522730018,3,1,2,1,7,0,2,2,4,1,3,2,1,0,0,0,0
Music,Musician,3.595820614252545,8,2,0,1,7,0,2,2,2,4,4,2,4,1,0,0,0
Business,Zoologist,4.602115357335547,9,0,3,0,2,0,2,4,2,3,2,3,1,1,0,0,0
Art,Judge,4.403253790821194,2,1,2,1,4,0,2,4,4,3,4,4,0,1,0,0,0
Business,School Counselor,4.597810874254581,6,1,1,0,5,0,3,2,3,0,4,4,1,1,0,0,0
Chemistry,Conductor,3.12306691915816,6,1,2,1,2,0,4,2,2,0,3,2,2,1,0,0,0
Finance,Risk Analyst,4.937099227174048,7,0,2,1,6,0,1,1,2,1,4,1,3,1,0,0,0
Art,Industrial-Organizational Psychologist,3.795421658258971,3,0,2,1,6,1,3,4,2,0,2,0,1,1,0,0,0
Psychology,Architect,4.57391292861482,8,0,2,1,4,0,3,1,4,2,0,0,4,1,0,0,0
Physics,Ecologist,3.9810805458344327,4,2,1,0,7,1,0,4,4,1,0,0,1,1,0,0,0
Engineering,Physical Chemist,4.704557682812567,2,0,2,0,4,0,4,0,0,0,3,3,1,1,0,0,0
Biology,Geneticist,4.385589100782209,8,2,2,1,7,1,3,0,2,1,1,4,2,0,0,0,0
Education,Zoologist,4.249329277758951,6,2,1,0,6,1,2,0,0,0,4,0,2,1,0,0,0
Chemistry,Legal Consultant,3.4106001462526447,6,0,4,1,2,0,0,0,3,3,2,2,4,1,0,0,0
Music,School Psychologist,4.674527119034053,8,0,2,1,8,0,0,2,2,4,3,2,2,1,0,0,0
Education,Clinical Psychologist,3.693907548642008,2,1,1,1,4,1,3,3,0,3,4,3,3,0,0,0,0
Education,Entrepreneur,2.6870709781944524,9,1,2,0,7,1,4,2,0,2,2,1,1,0,0,0,0
Art,Judge,4.500161306623763,8,0,1,1,3,0,1,3,0,2,0,4,0,1,0,0,0
Computer Science,Actuary,3.820213499207744,2,1,4,0,4,0,0,0,0,4,3,4,0,1,0,0,0
Art,Industrial-Organizational Psychologist,2.548292819610888,3,1,2,0,7,1,1,3,1,2,3,3,2,1,0,0,0
Medicine,Conductor,3.90149491081693,3,0,4,1,9,1,2,3,0,4,3,2,0,1,0,0,0
Architecture,Data Scientist,2.6531482855848583,7,0,2,1,9,0,3,1,0,2,1,0,2,0,0,0,0
Computer Science,Musician,2.836467813536144,8,1,0,1,1,0,2,0,0,0,3,1,0,0,0,0,0
Music,Nuclear Physicist,2.722837880549928,7,1,0,1,2,1,3,3,0,1,4,0,2,0,0,0,0
Business,Architect,4.468229835196153,0,2,2,1,4,1,2,3,3,4,3,3,3,0,0,0,0
Physics,Physician Assistant,4.4910500117382846,6,2,0,1,3,1,1,1,4,1,4,2,3,1,0,0,0
Business,Forensic Psychologist,3.493333403846961,4,0,3,0,7,1,4,3,4,1,3,4,2,0,0,0,0
Medicine,Paralegal,4.5367290913961416,3,1,3,1,0,0,1,1,4,4,0,2,2,1,0,0,0
Biology,Human Resources Specialist,3.9656566283119545,4,2,3,1,2,1,4,1,0,0,0,0,1,0,0,0,0
Art,Biologist,2.679571633341125,5,1,2,1,5,1,0,0,2,3,0,0,4,1,0,0,0
Finance,Game Developer,2.6924346341722223,3,0,2,1,7,0,1,4,0,4,2,1,0,1,0,0,0
Medicine,School Counselor,3.3939956819532955,7,1,3,0,4,0,3,3,2,4,1,0,2,0,0,0,0
Chemistry,Composer,3.473629558652366,6,2,3,0,9,0,0,0,1,1,1,4,3,1,0,0,0
Education,Education Administrator,2.743889346827451,0,1,1,1,0,0,1,2,2,0,4,3,2,0,0,0,0
Finance,Industrial-Organizational Psychologist,2.7561292516842832,1,1,1,0,7,1,3,3,2,3,4,1,3,0,0,0,0
Biology,Paralegal,3.545072598316282,7,2,3,0,9,1,2,4,4,2,2,0,1,0,0,0,0
Art,Electrical Engineer,4.878690745441848,0,1,3,0,0,0,4,0,4,2,2,4,2,0,0,0,0
Biology,Art Therapist,2.6744847579930138,9,2,0,0,1,1,3,1,0,3,2,3,2,0,0,0,0
Engineering,Social Media Manager,3.760487980160645,4,2,4,1,7,0,4,4,2,1,4,1,0,1,0,0,0
Marketing,Paralegal,3.096551396552849,7,2,4,1,2,1,3,2,4,2,3,4,4,0,0,0,0
Finance,Surgeon,4.382527979602347,3,2,2,1,2,1,0,1,1,0,0,4,3,1,0,0,0
Architecture,Financial Advisor,4.023855435253016,7,2,0,0,9,1,3,3,4,4,3,4,4,1,0,0,0
Computer Science,Quantum Physicist,3.329142040338502,9,1,1,0,8,0,4,3,3,3,2,0,1,1,0,0,0
Marketing,Interior Designer,2.612926363985145,4,0,0,1,1,1,2,4,4,4,1,2,2,1,0,0,0
Medicine,Actuary,3.7870021403238088,3,2,1,0,3,1,0,2,1,2,1,0,3,0,0,0,0
Computer Science,Chemist,3.539731922711887,8,1,2,1,9,0,0,4,1,2,4,4,3,0,0,0,0
Finance,School Psychologist,4.503836702352007,8,1,2,1,2,0,3,0,1,3,4,3,1,1,0,0,0
Chemistry,Architect,4.7395849315737,4,1,1,0,1,0,2,1,0,0,0,1,3,0,0,0,0
Education,Civil Engineer,2.509816370415349,7,0,2,1,7,0,2,0,4,2,3,2,0,1,0,0,0
Computer Science,Investment Banker,3.8003041362156447,3,2,4,0,3,0,1,0,1,3,0,3,4,1,0,0,0
Biology,Physicist,4.777384960362773,7,2,2,0,4,1,0,1,2,3,2,2,3,1,0,0,0
Education,Clinical Psychologist,2.8772563290175555,5,1,1,0,2,1,2,4,3,4,1,0,4,0,0,0,0
Medicine,Physicist,3.6033414384616624,8,2,0,1,7,0,3,3,3,3,2,3,0,1,0,0,0
Business,Judge,2.652224088927534,8,0,0,0,9,0,0,3,1,3,0,0,4,1,0,0,0
Computer Science,Financial Controller,4.256982900720942,3,2,3,0,1,1,4,4,1,4,4,2,3,0,0,0,0
Art,School Psychologist,2.7815312552066724,4,0,4,0,7,0,4,1,2,1,2,2,3,1,0,0,0
Law,Landscape Architect,2.674148213892701,3,1,0,1,2,1,0,0,0,3,3,0,4,1,0,0,0
Marketing,Biologist,4.362263778110732,7,2,1,1,5,0,4,4,4,4,2,0,2,0,0,0,0
Marketing,Advertising Manager,2.749887472276545,8,1,4,0,5,0,1,2,1,0,1,1,3,0,0,0,0
Art,Software Developer,2.8876316953718257,9,0,0,0,4,1,3,3,0,4,2,3,3,1,0,0,0
Music,Education Administrator,4.470004532267255,4,2,1,1,9,0,4,0,3,0,3,3,3,0,0,0,0
Medicine,Teacher,2.83260906595535,1,0,3,1,8,0,0,1,4,2,4,2,2,0,0,0,0
Marketing,Industrial-Organizational Psychologist,4.82944356041901,0,1,4,0,0,0,0,0,3,0,0,3,4,0,0,0,0
Education,Architectural Technologist,3.4308668373352846,5,1,0,1,7,0,4,3,1,1,1,0,3,0,0,0,0
Psychology,Marketing Manager,4.4814764666466615,1,2,1,1,1,0,0,3,0,1,2,2,1,1,0,0,0
Computer Science,Manager,4.196294045465844,1,1,4,0,7,1,4,1,4,0,3,0,4,0,0,0,0
Art,Counselor,2.6350683031570528,5,2,1,1,6,1,1,3,1,4,4,4,1,1,0,0,0
Finance,Nurse,2.506163625634932,4,1,4,1,5,0,1,0,2,3,1,4,3,0,0,0,0
Physics,School Psychologist,3.7874363088995313,7,0,2,0,4,0,2,3,4,1,3,4,3,1,0,0,0
Psychology,Market Research Analyst,2.541420087805521,2,1,2,1,3,1,3,4,4,2,0,2,3,0,0,0,0
Education,Astronomer,3.33656831772894,1,2,0,1,9,0,4,1,1,0,2,0,4,1,0,0,0
Marketing,Investment Banker,4.213945256686175,8,2,3,0,9,0,2,2,4,3,0,4,2,1,0,0,0
Music,Industrial-Organizational Psychologist,4.250349694527723,2,1,2,0,1,0,3,0,1,1,3,3,3,0,0,0,0
Engineering,Marketing Specialist,4.403994604219585,3,1,1,1,8,0,1,3,4,2,0,2,2,0,0,0,0
Physics,Zoologist,4.363813085889955,4,2,3,1,1,0,1,3,1,0,0,0,3,1,0,0,0
Chemistry,Clinical Psychologist,3.628299594773884,4,2,2,0,1,1,0,0,4,3,0,3,3,0,0,0,0
Education,Marketing Manager,3.4382825667006367,5,0,0,0,5,1,4,0,2,3,1,2,3,1,0,0,0
Computer Science,Interior Designer,2.6129969594154847,9,2,1,0,4,1,2,4,1,3,1,3,0,1,0,0,0
Art,Curriculum Developer,4.736427424787335,6,2,0,1,8,1,3,0,1,4,4,1,4,0,0,0,0
Architecture,Web Developer,3.03767186998442,6,2,0,1,7,1,0,4,0,1,0,2,2,1,0,0,0
Engineering,Pharmacist,3.719517020247749,5,1,4,0,6,0,0,2,4,2,0,3,3,0,0,0,0
Music,Clinical Psychologist,3.134432367470478,9,1,3,1,2,0,4,2,0,4,4,1,2,1,0,0,0
Marketing,Digital Marketing Specialist,2.7165607342489007,3,2,4,0,3,1,3,4,1,4,2,4,2,0,0,0,0
Education,Conductor,3.3117378613143704,0,0,4,0,6,0,4,1,3,3,4,4,0,0,0,0,0
Psychology,Astronomer,2.526669577421005,5,1,0,1,0,1,4,2,0,1,1,4,1,0,0,0,0
Engineering,Digital Marketing Specialist,3.9962979138931214,7,2,0,1,1,0,3,4,1,4,2,0,1,1,0,0,0
Business,Urban Planner,4.860129935353163,9,0,4,1,5,0,2,2,1,2,3,2,0,1,0,0,0
Music,Nurse,4.425406867347927,1,1,1,1,8,0,3,0,2,2,0,0,1,1,0,0,0
Chemistry,Principal,3.800482308428063,4,2,1,0,7,0,2,2,0,1,2,3,1,1,0,0,0
Chemistry,Curriculum Developer,4.14353071585807,9,1,0,0,1,1,0,1,3,1,0,1,1,1,0,0,0
Education,Physical Chemist,2.77710437083843,6,1,0,0,9,0,1,4,4,1,1,2,4,1,0,0,0
Architecture,Digital Marketing Specialist,2.851686816563043,7,2,2,0,6,1,1,2,2,3,0,1,1,0,0,0,0
Business,Principal,2.698402854199557,2,0,0,1,4,1,0,4,4,4,0,1,1,0,0,0,0
Medicine,Animator,2.574158740657918,2,2,1,1,4,1,1,4,0,1,0,4,2,0,0,0,0
Chemistry,Biomedical Engineer,4.557176303665877,0,0,2,1,4,0,4,2,3,0,4,0,3,1,0,0,0
Music,Architectural Technologist,4.103546687171159,9,1,0,0,9,1,0,4,2,4,4,4,2,1,0,0,0
Business,Acoustics Specialist,3.257256524131277,7,2,1,0,4,1,0,1,2,0,3,3,4,1,0,0,0
Business,Graphic Designer,3.6471022046172346,8,0,4,1,0,1,3,4,3,3,0,4,0,0,0,0,0
Medicine,Brand Manager,3.993800425368233,5,0,1,0,1,1,0,1,4,1,3,3,1,0,0,0,0
Marketing,Zoologist,4.916785068794728,6,0,1,0,4,1,2,0,2,0,3,4,4,1,0,0,0
Music,Music Therapist,4.501362724833463,7,1,0,1,2,0,0,1,3,3,2,0,2,0,0,0,0
Biology,Financial Advisor,4.247139276561124,2,0,1,0,4,1,1,1,3,2,4,1,2,1,0,0,0
Finance,Curriculum Developer,2.7569596098974376,2,2,4,1,2,0,2,2,3,0,1,1,1,1,0,0,0
Law,Astronomer,4.266159042733938,8,2,3,0,8,0,3,2,1,0,3,4,4,1,0,0,0
Biology,Legal Consultant,2.6663651856338704,3,2,4,1,7,1,3,1,4,2,0,3,0,1,0,0,0
Music,Legal Secretary,2.588037333098812,2,0,4,0,0,0,2,3,0,1,0,4,2,0,0,0,0
Psychology,Architectural Technologist,2.808989219474445,9,0,1,1,2,0,2,2,3,3,0,0,0,1,0,0,0
Psychology,Animator,3.781449116042385,8,2,4,1,7,1,0,2,4,3,3,4,3,1,0,0,0
Medicine,Doctor,4.063685552570766,7,2,4,1,2,1,0,4,0,4,3,0,1,0,0,0,0
Engineering,Cybersecurity Analyst,4.538059887303248,9,0,2,1,5,0,2,1,3,4,3,1,3,0,0,0,0
Finance,Art Therapist,3.2424504630905555,0,0,0,1,5,1,1,0,4,3,3,2,3,0,0,0,0
Art,Special Education Teacher,4.2227694389765,9,0,0,0,3,0,2,1,3,0,0,4,3,1,0,0,0
Business,Biomedical Engineer,4.423228948897836,4,0,0,0,2,1,3,0,0,0,0,4,4,1,0,0,0
Chemistry,Fluid Mechanics Engineer,2.725824665997979,7,2,0,0,3,1,4,4,3,3,1,3,0,0,0,0,0
Biology,Acoustics Specialist,3.983915120789746,5,0,1,0,2,0,3,2,3,3,2,4,4,1,0,0,0
Art,Legal Consultant,2.8462260381979494,0,0,3,1,1,0,0,0,0,3,1,4,2,1,0,0,0
Medicine,Dentist,3.3555058817555814,7,1,3,1,8,1,0,0,1,2,3,4,1,0,0,0,0
Business,Psychologist,4.334177467042348,6,1,1,0,7,1,3,4,1,1,0,2,1,1,0,0,0
Psychology,Biotechnologist,3.0294050817973446,7,2,1,1,5,1,2,0,0,3,0,1,2,0,0,0,0
Music,Electrical Engineer,3.738358242531409,2,1,1,1,9,0,0,0,1,2,1,1,2,1,0,0,0
Chemistry,Dentist,3.2093143331085807,2,0,4,1,3,1,2,2,0,4,1,4,2,0,0,0,0
Medicine,Financial Analyst,4.28596367742629,9,2,3,1,7,1,0,0,0,3,0,0,3,1,0,0,0
Finance,Dentist,3.774655846058011,8,0,4,1,8,0,0,4,3,3,1,2,2,1,0,0,0
Business,Urban Planner,3.39964667335951,5,1,4,0,5,1,0,2,1,1,4,1,2,1,0,0,0
Education,Data Scientist,4.8415303504457,0,0,0,0,0,1,4,0,1,1,1,4,4,1,0,0,0
Business,Ecologist,4.189047809354714,6,0,2,1,6,1,4,1,1,3,3,2,3,1,0,0,0
Law,Astronomer,3.962821966591867,3,0,1,1,6,1,2,2,3,0,0,0,0,1,0,0,0
Physics,Clinical Psychologist,4.582598212075117,2,1,0,0,9,1,3,0,1,4,1,1,4,0,0,0,0
Engineering,Legal Analyst,3.2806783585379997,9,1,4,0,4,1,0,3,2,1,3,4,3,0,0,0,0
Art,Industrial-Organizational Psychologist,3.58598104189958,1,2,0,1,2,1,2,3,2,4,2,4,4,1,0,0,0
Law,Human Resources Specialist,3.991348018753405,0,2,0,0,0,1,0,1,0,0,1,4,3,0,0,0,0
Psychology,Architect,4.088054048256693,8,2,3,0,4,1,2,3,1,0,2,2,2,0,0,0,0
Marketing,Landscape Architect,2.6714756156194723,6,0,1,1,7,0,4,3,2,2,0,2,3,0,0,0,0
Engineering,Biologist,2.837420207107918,3,2,4,1,9,0,0,2,4,2,2,2,2,1,0,0,0
Music,Organic Chemist,3.4391444197394687,8,2,2,0,8,1,2,3,3,1,3,3,0,1,0,0,0
Medicine,Financial Analyst,4.269172331947147,7,2,3,1,0,1,3,0,3,1,2,2,3,0,0,0,0
Architecture,School Counselor,3.651171503813513,3,0,1,1,1,0,1,3,1,2,3,1,0,1,0,0,0
Computer Science,Graphic Designer,3.748396315050515,1,0,3,0,2,1,4,0,2,2,2,0,1,0,0,0,0
Business,School Counselor,3.479691424433855,2,0,4,1,3,0,3,0,2,1,3,0,4,0,0,0,0
Psychology,Microbiologist,3.439380008613473,0,1,1,1,6,0,0,3,2,1,2,0,1,1,0,0,0
Architecture,Digital Marketing Specialist,4.155338903928461,6,0,1,1,6,0,4,1,3,4,2,3,0,1,0,0,0
Art,Biomedical Engineer,3.2453723229701468,7,0,2,1,0,1,1,1,0,3,3,4,0,0,0,0,0
Marketing,School Psychologist,3.0068496877471262,3,2,3,1,2,0,4,2,2,0,0,2,2,0,0,0,0
Biology,Principal,4.255265642067886,2,1,0,0,1,1,2,0,1,2,1,4,0,1,0,0,0
Chemistry,Lawyer,4.703469079306126,5,1,4,0,6,0,4,4,3,3,3,1,2,0,0,0,0
Biology,Zoologist,2.506035365573881,6,0,3,1,6,0,1,3,2,2,1,3,1,0,0,0,0
Medicine,Credit Analyst,3.0431066970516785,0,1,2,0,5,1,0,3,0,4,1,0,4,0,0,0,0
Medicine,Civil Engineer,2.583560269314149,1,2,0,1,5,0,3,2,3,2,3,3,1,1,0,0,0
Physics,Inorganic Chemist,4.100364265006973,8,0,4,1,4,1,0,1,3,2,3,1,3,0,0,0,0
Art,Advertising Manager,3.297026754747971,0,1,2,1,9,0,3,3,4,0,3,2,2,1,0,0,0
Biology,Artist,2.829810328268473,3,1,3,0,3,1,4,2,4,3,0,1,2,1,0,0,0
Architecture,Composer,2.71659112483153,2,2,1,0,7,0,4,0,1,0,0,3,4,1,0,0,0
Computer Science,Ecologist,4.586660269081461,0,2,0,1,4,0,2,2,1,3,0,2,0,0,0,0,0
Engineering,Marketing Manager,2.7073457173288302,4,1,3,1,1,1,1,2,3,1,0,4,4,1,0,0,0
Engineering,Game Developer,4.963642052271316,7,2,3,0,9,0,3,0,0,1,4,2,3,1,0,0,0
Biology,Clinical Psychologist,3.3442127112379216,1,0,3,1,5,1,3,4,4,2,0,1,4,0,0,0,0
Finance,Industrial-Organizational Psychologist,3.4733891797242302,5,0,1,0,0,0,2,1,2,3,3,3,4,1,0,0,0
Architecture,Physical Chemist,4.007927915561247,2,0,2,0,1,0,3,3,2,2,3,4,3,1,0,0,0
Art,Animator,4.771253320119147,9,0,1,1,3,0,1,0,1,4,0,2,4,0,0,0,0
Marketing,Inorganic Chemist,4.416437849447499,8,2,0,1,6,1,0,4,0,3,3,0,0,0,0,0,0
Architecture,Fluid Mechanics Engineer,3.1835915062847477,2,0,4,1,1,0,4,0,0,4,2,1,1,1,0,0,0
Computer Science,Biologist,3.657021022720624,0,2,0,1,9,1,0,3,1,1,1,2,4,0,0,0,0
Architecture,Electrical Engineer,2.978670871061996,2,1,4,0,6,0,0,4,0,0,1,1,0,0,0,0,0
Psychology,Composer,4.335460775191125,0,2,1,0,2,1,4,3,3,3,2,4,3,1,0,0,0
Computer Science,Aerospace Engineer,4.24653601029937,6,2,4,0,0,0,4,1,1,2,4,0,2,0,0,0,0
Education,Clinical Psychologist,4.678744124297005,9,2,1,1,8,0,2,0,4,4,0,0,2,1,0,0,0
Business,Financial Advisor,4.164240427407635,3,2,4,0,6,0,1,4,0,1,0,3,4,1,0,0,0
Finance,Risk Analyst,4.754240311872074,4,2,2,0,6,0,3,1,4,4,3,2,2,0,0,0,0
Marketing,Financial Analyst,2.7674279335191816,7,0,2,0,8,1,0,1,0,0,0,3,1,0,0,0,0
Engineering,Biomedical Engineer,3.699510857825666,4,1,2,0,4,1,4,2,0,4,0,2,2,0,0,0,0
Music,Investment Banker,2.6236921760302603,6,1,0,1,5,0,3,4,1,1,2,3,3,0,0,0,0
Music,Architect,4.334702081406926,2,2,1,0,1,0,4,3,4,1,2,0,1,1,0,0,0
Medicine,Electrical Engineer,2.667561544846361,9,2,4,0,3,1,0,2,3,4,2,1,0,1,0,0,0
Finance,Education Administrator,4.710128828893305,0,2,4,1,3,1,3,4,1,0,0,2,0,1,0,0,0
Chemistry,Illustrator,4.978776918222882,6,2,1,0,3,0,1,1,3,3,2,2,1,0,0,0,0
Law,Physician Assistant,4.222147566422975,6,0,1,1,7,1,2,3,2,1,0,3,2,1,0,0,0
Chemistry,Marketing Specialist,3.3882793391510924,5,2,0,0,1,1,1,3,3,3,1,3,1,1,0,0,0
Physics,Art Director,3.630363165399384,2,1,1,0,8,0,3,4,1,1,1,1,1,0,0,0,0
Medicine,Pharmacist,3.3214027858256845,2,1,3,1,8,0,2,1,2,0,2,4,4,1,0,0,0
Engineering,Principal,4.9642770085897485,4,1,4,0,2,0,2,3,4,2,2,1,1,1,0,0,0
Finance,School Counselor,4.886666436779597,7,2,1,1,8,0,3,0,0,3,3,4,1,0,0,0,0
Business,Accountant,2.8932179068105097,6,2,3,0,6,1,3,4,4,4,3,1,0,0,0,0,0
Music,Physicist,3.1744458078916,5,2,0,1,1,1,4,0,0,2,2,1,0,0,0,0,0
Education,Art Therapist,2.919215889360337,3,1,3,0,6,0,2,2,1,1,0,2,2,1,0,0,0
Biology,Analytical Chemist,4.892861543470483,3,1,0,1,3,0,1,2,4,3,2,0,2,0,0,0,0
Education,Mechanical Engineer,3.0296023925795144,7,0,0,1,4,0,2,4,4,0,3,3,1,0,0,0,0
Medicine,Biomedical Engineer,3.751194853132751,7,0,3,1,1,1,3,1,2,3,2,2,1,1,0,0,0
Architecture,Physical Chemist,3.439304518223437,9,1,2,0,2,0,0,3,0,1,2,3,1,1,0,0,0
Engineering,Teacher,4.433311240545464,9,2,0,1,2,0,2,4,1,2,4,4,0,0,0,0,0
Engineering,Civil Engineer,4.223868554566787,1,2,4,1,4,1,2,2,4,0,2,4,3,1,0,0,0
Engineering,Mechanical Engineer,3.0167880055741456,1,2,0,0,9,0,3,4,3,0,2,0,0,1,0,0,0
Engineering,Risk Analyst,4.270289130032075,7,1,1,1,7,1,0,2,1,3,4,4,3,0,0,0,0
Biology,Psychologist,3.2621617161691496,8,1,4,0,0,1,2,1,2,1,1,2,1,0,0,0,0
Computer Science,Nuclear Physicist,4.61852884825236,0,2,0,0,4,0,3,0,2,1,2,3,2,1,0,0,0
Medicine,AI Researcher,4.226145224204535,2,2,3,0,1,1,0,3,3,3,3,2,0,0,0,0,0
Biology,Financial Advisor,2.872586828169256,3,1,3,0,1,0,0,1,0,3,3,2,1,1,0,0,0
Business,Animator,3.4492834677233937,6,0,2,1,7,0,3,0,1,0,4,0,2,0,0,0,0
Medicine,Chemical Engineer,4.26696940504659,1,0,0,0,9,1,4,0,0,4,3,0,2,1,0,0,0
Chemistry,Risk Analyst,2.5051816612016427,8,1,2,1,5,1,3,3,3,4,4,2,2,1,0,0,0
Engineering,Manager,4.3251372795611,7,1,1,1,2,0,0,0,2,1,4,1,0,0,0,0,0
Music,Brand Manager,2.87666077966295,4,2,3,0,7,1,1,4,2,0,4,1,1,0,0,0,0
Physics,Musician,3.845579505344528,6,1,2,0,6,0,1,1,4,4,4,1,2,0,0,0,0
Engineering,Physician Assistant,3.472145834247488,1,0,1,0,2,1,2,3,2,4,4,2,2,1,0,0,0
Business,Graphic Designer,4.561071082669169,2,0,0,0,9,0,4,3,0,0,4,2,3,1,0,0,0
Art,Surgeon,3.272713653163118,3,2,2,1,9,1,3,0,4,3,2,2,2,0,0,0,0
Art,Artist,2.8056813346227854,4,1,1,0,1,0,2,3,0,4,1,0,1,1,0,0,0
Law,Software Developer,3.004944248527894,8,1,3,1,6,1,1,2,3,4,1,2,4,0,0,0,0
Medicine,Musician,3.890244001459372,7,0,3,1,9,0,1,1,3,4,3,4,1,1,0,0,0
Physics,Financial Controller,3.395689176932321,8,1,2,1,4,0,4,0,1,3,0,1,4,0,0,0,0
